uid;name;nodes;ways;relations
"1920517";"Колесников Андрей";"51";"0";"0"
"10755038";"Alexmorizzz";"51";"0";"0"
"28135";"Memfis";"51";"0";"0"
"4170414";"Serhiy_ko";"51";"58";"0"
"3789373";"Tarik “TRMC” Tristar";"51";"2";"0"
"722137";"OSMF Redaction Account";"51";"10";"0"
"6550888";"Just Boris";"51";"1";"0"
"44791";"jan_olieslagers";"50";"38";"1"
"8933814";"platinumstyle";"50";"13";"0"
"2521676";"Evgeniy Koval";"50";"5";"0"
"545998";"Vsevolod Solovyov";"50";"34";"0"
"10856942";"MSKlavren02";"50";"4";"0"
"1756415";"shkrebela";"50";"13";"0"
"8444004";"Олег Рогов";"50";"0";"0"
"1503823";"Denser82";"50";"11";"0"
"172521";"ebrillow";"50";"3";"1"
"8639389";"sbliznichenko";"50";"13";"0"
"421518";"Named";"50";"5";"0"
"4951607";"Alepod";"50";"8";"0"
"8991124";"Иван Моцак";"50";"5";"0"
"11231380";"nuthatchman";"50";"5";"0"
"11843190";"taffarel60";"50";"29";"0"
"4011047";"urli_by";"50";"4";"0"
"10681005";"Chloecb";"50";"10";"0"
"10598028";"ivan pogorelko";"50";"14";"0"
"439794";"cotara";"50";"10";"0"
"2023485";"viktor_rudnik";"50";"7";"0"
"37558";"Ruslanti";"50";"0";"0"
"13442";"Damouns";"50";"0";"0"
"13832";"Peter14";"50";"13";"0"
"10231770";"Gapreera";"50";"18";"0"
"4785116";"5ORBEX";"50";"7";"0"
"2032245";"pavelageev";"50";"17";"0"
"7343011";"Bogdan  Klimchuk";"50";"5";"0"
"1506246";"DerPetzi";"50";"0";"0"
"3226649";"Olehandro";"50";"4";"0"
"529908";"made_in_Chuguev";"50";"10";"0"
"9293720";"Мазин";"50";"5";"0"
"1801857";"voldecus";"50";"4";"0"
"9498256";"Игорь Кочет";"49";"3";"0"
"13648084";"Melandrii";"49";"20";"0"
"4142281";"Vadim Polishchouk";"49";"2";"0"
"11321850";"Rubanov";"49";"6";"0"
"11173802";"ong yong en";"49";"4";"0"
"6994412";"Lcr239";"49";"7";"0"
"282922";"surveyor54";"49";"67";"3"
"2954847";"Петро Книжник";"49";"0";"0"
"3057292";"vitulen";"49";"21";"0"
"7027134";"Yurii Ivliev";"49";"5";"0"
"3524007";"yanissinay";"49";"9";"3"
"5862003";"Max Zalizniak";"49";"11";"0"
"1857693";"LEGeOn";"49";"5";"0"
"3778777";"Baconcrisp";"49";"254";"0"
"2943649";"GavchiK";"49";"2";"0"
"8503120";"alexmnukh";"49";"3";"0"
"3952650";"Roman  Golubovskyi";"49";"79";"0"
"5024658";"Ярик Штангей";"49";"0";"0"
"3375559";"horvatha";"49";"0";"0"
"8271691";"Apxucmpax";"49";"5";"0"
"494683";"Sasha Nahayko";"49";"1";"0"
"1721353";"zamalatb";"49";"16";"0"
"5291083";"yanaihnenko";"49";"14";"0"
"10710338";"Jasper Kania";"49";"59";"0"
"5049425";"Денис Андриенко";"49";"12";"0"
"10708716";"wolyodya";"49";"5";"0"
"4969499";"AnastasiaMala";"49";"6";"0"
"11485362";"shpilsuper";"49";"4";"0"
"1763437";"Николай Марусов";"49";"14";"0"
"13415186";"Olhert";"49";"7";"0"
"6434934";"Dpakoxa";"49";"1";"0"
"4693876";"Алексей Казаков";"49";"6";"0"
"672691";"AlexTheFirst";"49";"0";"0"
"10305975";"Martynuk777";"49";"3";"0"
"3762208";"Sharomov";"49";"9";"1"
"103253";"gormur";"49";"297";"1"
"3736856";"Romantik_84";"49";"5";"0"
"3206730";"XPlanePort";"49";"0";"0"
"6526843";"Dwaalgast";"49";"7";"0"
"8891640";"Лесная Кошка Симеиз";"49";"3";"0"
"10081579";"YaBuchanec";"49";"20";"0"
"5293264";"Velkinvv";"49";"0";"0"
"8766108";"PiskuEditor";"48";"7";"0"
"446083";"yuryleb";"48";"19";"5"
"3457623";"Виталий Медведь";"48";"0";"0"
"615021";"Mavashi";"48";"0";"0"
"1420318";"4b696d";"48";"5";"1"
"611577";"snuker";"48";"10";"0"
"533241";"Japan";"48";"1";"0"
"10021889";"Shmoox";"48";"10";"0"
"8843768";"SergeyDushin13";"48";"10";"0"
"879563";"nibolazh";"48";"2";"0"
"1837723";"miko8";"48";"0";"0"
"470361";"damianoc";"48";"1";"0"
"10747675";"konsument3";"48";"1";"0"
"3440968";"EvgeniyUA";"48";"6";"0"
"3530727";"Андрей Пономаренко";"48";"14";"0"
"3269869";"majkl02";"48";"2";"0"
"5087733";"Chris Polish";"48";"3";"0"
"3217798";"Lior75";"48";"7";"0"
"5110348";"Роман Заліщики";"48";"0";"0"
"1903537";"Сергей_032";"48";"10";"0"
"8914370";"Nikolaienko";"48";"2";"0"
"98984";"S0Cool";"48";"3";"0"
"943616";"АнтонСойко";"48";"4";"0"
"1670473";"Assargadon";"48";"332";"2"
"10792239";"PavloGnm";"48";"28";"6"
"13017072";"HSIUFANGYEN";"48";"14";"0"
"503151";"WlaDeQ";"48";"9";"1"
"10321420";"777Vitaly777";"48";"11";"0"
"322785";"BCNorwich";"48";"41";"0"
"11985157";"Diaconita Antonio Alexandru";"48";"12";"0"
"1537441";"Perimex";"48";"0";"0"
"6120785";"Aleksander Kuticki";"48";"20";"0"
"1752074";"ClaimAllen";"48";"7";"0"
"1417875";"Daniel Revenco";"48";"4";"0"
"568098";"Serge3";"48";"12";"0"
"2757862";"Yoomee";"48";"3";"0"
"2820801";"Reino Baptista";"48";"10";"4"
"1813715";"Dronez";"48";"2";"0"
"323771";"adehertogh";"47";"2";"0"
"12600865";"Krachmal";"47";"11";"0"
"708530";"Allin_kindA";"47";"17";"0"
"10781017";"Enver_Chashly";"47";"5";"0"
"3160709";"DimychKo";"47";"3";"0"
"1847680";"smileandlive";"47";"3";"0"
"588134";"BlackGod";"47";"1";"0"
"9450650";"okristio";"47";"4";"1"
"3077317";"nik245";"47";"4";"0"
"376942";"Д12";"47";"2";"0"
"11830517";"Rostyk Zhukovsky";"47";"68";"0"
"6151067";"Aleksandrdo";"47";"26";"0"
"8199018";"Pełna Moc";"47";"13";"1"
"100666";"Zero Initialize";"47";"0";"0"
"10201625";"0lejuk";"47";"1";"0"
"448566";"st_sa";"47";"3";"0"
"8598485";"Alex159753";"47";"5";"0"
"69607";"rmikke";"47";"105";"1"
"97408";"_filo_";"47";"0";"0"
"8534776";"BagiTornado";"47";"7";"0"
"7650904";"Alexandr Gan";"47";"52";"1"
"2531881";"Валера Карандаш";"47";"4";"0"
"13596829";"Tizenmile";"47";"12";"7"
"2924326";"KirsanKajfat";"47";"6";"0"
"2507390";"UrbiCrime";"47";"8";"0"
"6274548";"theplacefor";"47";"4";"0"
"564041";"JTrampQ";"47";"0";"0"
"6632859";"Евгений Чипаченко";"47";"26";"0"
"9526617";"MaksimSlon";"47";"20";"1"
"2286105";"Ekwador";"47";"5";"0"
"9560492";"Гостиница Лиго Морская";"47";"7";"0"
"646021";"vng_me";"47";"67";"0"
"1125133";"Fazistor";"46";"3";"0"
"10940979";"sallyb123";"46";"9";"0"
"2937216";"ARES 500";"46";"6";"0"
"692602";"Kanenas";"46";"2";"0"
"249016";"Serges";"46";"0";"0"
"11257229";"carlosmarreiros";"46";"24";"0"
"4650658";"Сергей Tiger";"46";"48";"0"
"5424197";"Mint'n'Rust";"46";"0";"0"
"1971976";"nagy_balint";"46";"1";"0"
"8120390";"geodezmiro";"46";"0";"0"
"9539820";"neutrino1337";"46";"130";"5"
"4386778";"Алексей Ищенко";"46";"0";"0"
"369190";"Bechamel";"46";"79";"0"
"12970687";"Михаил74";"46";"6";"0"
"365781";"PawelJ";"46";"0";"0"
"10045148";"callcenter1";"46";"86";"0"
"6730854";"Мustafa";"46";"6";"0"
"3136662";"крым 4866";"46";"8";"0"
"799325";"alex_kru";"46";"10";"0"
"9246788";"Raduc Marius Andrei";"46";"8";"0"
"2534549";"meta-studio";"46";"2";"0"
"2999360";"Marisima";"46";"13";"0"
"731311";"Latentor";"46";"2";"0"
"480594";"Bandanas";"46";"21";"0"
"1221046";"Asparagirl";"46";"0";"0"
"2216081";"mr-mixaui";"46";"6";"0"
"3066628";"shavr";"46";"18";"0"
"4742211";"Olegovnaa";"46";"9";"0"
"11779562";"Рост007";"46";"9";"0"
"10791232";"crazymaxman";"46";"9";"0"
"7473263";"ALPZz";"46";"155";"0"
"4837470";"SaddamAkbar";"46";"1";"0"
"505786";"Nick82";"46";"2";"0"
"6091138";"Vasili Sviridov";"46";"14";"0"
"8776084";"Alexandr Afanasiev";"46";"20";"0"
"5071626";"Vitalii Mokin";"46";"0";"0"
"7955848";"John-Bo";"46";"8";"0"
"2970173";"bigbastek";"46";"33";"0"
"5765592";"Vovka Uk";"46";"1";"0"
"6286966";"avzakr";"46";"30";"0"
"4670433";"Krykymbes";"46";"0";"0"
"417905";"TANQ";"46";"27";"0"
"1754028";"doncarlosru";"46";"5";"0"
"181915";"hermit";"45";"1";"1"
"8912391";"ArtMakarenko";"45";"10";"0"
"2006492";"NaaV";"45";"11";"0"
"11195773";"UADuke";"45";"21";"0"
"9560804";"samba_liten";"45";"10";"0"
"390187";"lllypyn";"45";"2";"0"
"5668424";"kasyanov93";"45";"5";"1"
"102228";"Pavel Zubkou";"45";"0";"0"
"11697232";"NEKSUS2";"45";"10";"0"
"1728147";"yevshat";"45";"2";"0"
"12283904";"supersup";"45";"8";"2"
"10707164";"Darcion";"45";"4";"0"
"10323513";"Szoboszlai Katalin";"45";"7";"0"
"8701974";"Andry_ua";"45";"10";"0"
"2627110";"Bartolomeo26";"45";"18";"0"
"407732";"vokinburt";"45";"22";"1"
"5329249";"errazm";"45";"3";"0"
"10124633";"Leylin999";"45";"5";"0"
"444762";"nobonn2";"45";"0";"0"
"6422816";"kirryklein";"45";"1";"0"
"40730";"kaasnake";"45";"6";"0"
"8788221";"Борсук Анна";"45";"11";"0"
"1260625";"paskhy";"45";"1";"0"
"2413172";"katas";"45";"5";"0"
"119161";"ustinov";"45";"2";"0"
"1138136";"kosmozone";"45";"0";"0"
"2618371";"Pierre Mirlesse";"45";"11";"0"
"4150177";"Yadershchik";"45";"0";"0"
"10335941";"karabook";"45";"6";"0"
"360288";"L410";"45";"0";"0"
"9847622";"Gromix";"45";"8";"0"
"100812";"Zkir";"45";"15";"3"
"305350";"мифедла";"45";"7";"0"
"4051643";"Bahioiiia";"45";"1";"0"
"13409882";"Маєвський";"45";"10";"0"
"4992329";"Turyst-UA";"45";"1";"0"
"12796617";"Антарес";"45";"35";"7"
"1923729";"roG_k70";"45";"1";"0"
"10141929";"Staffan228";"45";"6";"0"
"356471";"alart";"45";"9";"0"
"12224211";"Anton_Dubov";"44";"11";"0"
"12666498";"juse334";"44";"9";"0"
"279638";"solinko";"44";"1";"0"
"69141";"Denis Zalevskiy";"44";"1";"0"
"8939866";"AaronP13";"44";"26";"0"
"2510151";"astrsk";"44";"1";"0"
"10287759";"Rajyalakshmi";"44";"14";"0"
"5591668";"Сергей Тарбаев";"44";"15";"0"
"7684375";"Александр Махалов";"44";"2";"0"
"7452427";"Eva_Betelgeuse";"44";"8";"0"
"699708";"Robercin";"44";"11";"2"
"5364337";"idesigner";"44";"6";"0"
"13187674";">Thorsten<";"44";"7";"0"
"3278398";"Victor Piskunov";"44";"8";"0"
"6083935";"garry potter";"44";"3";"0"
"10969596";"rostsat";"44";"11";"0"
"505162";"vladvv";"44";"11";"0"
"429794";"SennaHB";"44";"0";"0"
"6707957";"Var-vara";"44";"55";"0"
"10681002";"The_VoidSource";"44";"9";"0"
"8452545";"dmytro_churkin";"44";"0";"0"
"5392308";"Anna_kankyn";"44";"2";"0"
"8413881";"Андрій Довгий";"44";"6";"0"
"5529516";"Олександр Уйгелий";"44";"1";"0"
"2815480";"Slastena";"44";"0";"0"
"4243454";"rasspytin";"44";"1";"0"
"886215";"hellenoid";"44";"5";"0"
"1687117";"Vladimir Tregub";"44";"6";"0"
"6331822";"alaraf";"44";"3";"0"
"3788936";"orapmax";"44";"13";"0"
"385370";"kilotaras";"44";"2";"0"
"9659307";"Cyril Butenko";"44";"15";"0"
"335224";"ChehVlad";"44";"3";"1"
"6885661";"ViktoriwnaV";"44";"20";"0"
"2092294";"lasteve";"44";"5";"0"
"6791206";"GKZ-ishkolaberda";"44";"9";"0"
"5752713";"Сергей Вододохов";"44";"1";"0"
"3958761";"DanDra08";"44";"15";"0"
"3938572";"ФАКир";"44";"6";"0"
"9313144";"Low Level M";"44";"0";"0"
"13005676";"Соколова";"44";"13";"0"
"218114";"ArizonaMapper";"44";"8";"0"
"9475294";"Gagaj";"44";"2";"0"
"10828160";"888BizGroup";"44";"5";"5"
"145776";"Boomex";"43";"9";"0"
"12315476";"Olimpiu Porumb";"43";"9";"0"
"2535393";"uaspro";"43";"0";"0"
"11130697";"woodwayfarer";"43";"28";"0"
"3524812";"SWF8";"43";"82";"0"
"1835817";"ignalex";"43";"8";"0"
"335195";"Rapidografek";"43";"0";"0"
"3596088";"ArtemTkachev";"43";"9";"0"
"2045643";"antarey";"43";"0";"0"
"60561";"VIPstars";"43";"0";"0"
"1817469";"J1B2";"43";"8";"0"
"8159895";"DeFactoD";"43";"10";"0"
"4714706";"Leva97";"43";"0";"0"
"3055249";"alex-vpn";"43";"26";"2"
"69259";"DnaX";"43";"10";"0"
"3375992";"Олег Мусійовський";"43";"2";"0"
"6502845";"KaelDK";"43";"2";"0"
"9388995";"TsangpoGorge";"43";"1";"0"
"9202927";"Araucaria_araucana";"43";"14";"2"
"8338881";"mrcurlyalex";"43";"4";"0"
"9093415";"Sanyok_Kr";"43";"3";"0"
"499525";"remisha";"43";"10";"0"
"6594217";"Zen022";"43";"4";"0"
"13554374";"fdaniil777";"43";"9";"0"
"9001947";"Dr Udo Brömme";"43";"12";"1"
"555112";"Virus-X";"43";"3";"0"
"10220300";"Alex_zloy";"43";"7";"0"
"3953250";"kaymakam";"43";"4";"0"
"3801720";"vk126";"43";"1";"0"
"1753609";"gladi2001";"43";"44";"0"
"129790";"Dibar";"43";"1";"0"
"4813083";"Bilyk R";"43";"14";"0"
"5083209";"Сергей Безруков";"43";"33";"3"
"12219841";"denys_davydov";"43";"28";"0"
"8387374";"Bence Mélykúti";"43";"11";"1"
"3111162";"Юрий Юрьевич Гандзюк";"43";"24";"0"
"1720261";"BitDancer";"43";"5";"0"
"929526";"Pozitiff";"43";"11";"0"
"6357508";"Gosha7777";"43";"5";"0"
"4200638";"ganyak";"43";"0";"0"
"8050498";"shah_";"43";"14";"0"
"12954161";"chenchris";"43";"11";"0"
"1780927";"kmeleone";"43";"22";"1"
"7133857";"Vitaliii";"43";"12";"0"
"607561";"penta76";"43";"0";"0"
"31882";"Jagor";"43";"0";"0"
"4126645";"Anton Latkin";"43";"5";"0"
"781188";"dagaragga";"43";"1";"0"
"2381492";"WiktorN-import";"42";"30";"0"
"554379";"turkula";"42";"0";"0"
"8760708";"str_ig";"42";"7";"1"
"1645115";"zorbo";"42";"0";"0"
"4067009";"KaiPankrath";"42";"3";"0"
"2063242";"wawan83";"42";"2";"0"
"6047588";"Ion Ciobanu";"42";"10";"0"
"1013381";"BubaVV";"42";"11";"0"
"10699746";"EdShadow";"42";"0";"0"
"108298";"Willer";"42";"4";"0"
"231354";"Nameless_One";"42";"0";"0"
"11548297";"iukich";"42";"13";"1"
"12536340";"СвятСвят";"42";"17";"2"
"11207402";"alexflamaster";"42";"5";"0"
"472114";"zebooka";"42";"2";"0"
"7642669";"kvitka";"42";"8";"0"
"9310911";"nazarr123";"42";"18";"0"
"10202714";"Lovare";"42";"6";"0"
"3984047";"Артём Акопджанян";"42";"0";"0"
"2903947";"topius";"42";"7";"0"
"8224908";"Pan_Kot";"42";"27";"0"
"213199";"shuvaev32167";"42";"6";"0"
"9847814";"Eien-kun";"42";"1";"0"
"4227870";"назар гулейчук";"42";"0";"0"
"335879";"Umka";"42";"0";"0"
"596930";"starykov";"42";"1";"0"
"11056491";"Mohax27";"42";"33";"0"
"3351055";"wedmid";"42";"2";"0"
"12740364";"Struk_az";"42";"10";"0"
"3141087";"Yevgeniy  Vel'gush";"42";"21";"0"
"3270108";"Mell64";"42";"11";"0"
"3087513";"a-furmanov";"42";"0";"0"
"415878";"Valera957";"42";"0";"0"
"11250192";"kminfo";"42";"8";"0"
"8233199";"HIMGripas";"42";"9";"2"
"10844398";"bosjachka";"42";"9";"0"
"4500305";"SyntheticDream";"42";"12";"0"
"3475257";"vovsikk";"42";"11";"0"
"9507471";"Sergiu Pantir";"42";"0";"0"
"12974108";"chihhaochen";"42";"9";"0"
"5649109";"Gary Korsun";"42";"1";"0"
"12672972";"stebliuk";"42";"8";"0"
"3417100";"desk77";"42";"6";"0"
"2702893";"TrainZer";"42";"8";"0"
"3825480";"napasone001";"42";"0";"0"
"1724442";"koval";"42";"0";"0"
"8638680";"Vitmark";"42";"7";"0"
"13070775";"Vovchik-kh9229";"42";"0";"0"
"561743";"ded47";"42";"2";"0"
"36214";"Dmitry Terentiev";"42";"0";"0"
"1809991";"Victorfree";"42";"0";"0"
"6886488";"edumap";"42";"10";"0"
"11785660";"maxim2700";"41";"17";"0"
"4618493";"axvell";"41";"10";"0"
"10285111";"Anushad";"41";"9";"0"
"8671345";"乌克兰移民";"41";"27";"3"
"9607";"hfs";"41";"3";"0"
"443222";"sarmat6687";"41";"5";"0"
"2850277";"Ximate";"41";"1";"0"
"128592";"devmind";"41";"7";"0"
"12264333";"willdewalt";"41";"10";"0"
"8563184";"G1asshouse";"41";"10";"0"
"9545780";"Julia Nedelko";"41";"109";"0"
"441476";"Алекс01";"41";"12";"0"
"711976";"qviki_artur";"41";"2";"0"
"8954270";"paul spider";"41";"1";"0"
"2432633";"broadcast0";"41";"10";"0"
"1707507";"zzalex";"41";"1";"0"
"4791630";"DrediS";"41";"7";"0"
"10130799";"Mrlongif";"41";"1";"0"
"12689619";"Alex_1972";"41";"22";"0"
"2036709";"balalaj";"41";"2";"0"
"12974894";"krasnanik160";"41";"9";"0"
"9472033";"Олійник Василь";"41";"6";"0"
"1845887";"asmetanka";"41";"6";"0"
"114161";"Polarbear";"41";"15";"0"
"11200008";"vvdrv";"41";"2";"0"
"334150";"Coolikov";"41";"0";"0"
"10989715";"Alexwadesar";"41";"10";"0"
"2313574";"szydzio";"41";"29";"1"
"2612713";"Сергей4321";"41";"4";"0"
"11410528";"wcm181818";"41";"3";"34"
"2797808";"andreiturturika";"41";"14";"0"
"3135915";"arsakes";"41";"9";"0"
"12695081";"nedobor";"41";"12";"0"
"2046294";"gelb2014";"41";"1";"0"
"2502006";"Юрий Кирдей";"41";"1";"0"
"11679978";"fengyong";"41";"16";"0"
"4609583";"SmalLPU";"41";"6";"0"
"1212559";"zbf";"41";"0";"0"
"8491450";"Олександр Горчинський";"40";"11";"0"
"4183654";"tenyks";"40";"7";"0"
"3649280";"rsvisual";"40";"3";"0"
"1518245";"kme87";"40";"2";"0"
"12223897";"fyura";"40";"10";"0"
"6728843";"Barbari";"40";"38";"0"
"9516905";"Nata Gera";"40";"5";"0"
"3107904";"Daimos_";"40";"7";"0"
"9592947";"katya20";"40";"19";"0"
"8514429";"Michle143";"40";"10";"0"
"1759522";"Василь Павлюк";"40";"2";"0"
"3379448";"sq9ht";"40";"0";"0"
"6322916";"Анна Тимченко";"40";"8";"0"
"6077199";"Dimacn";"40";"5";"0"
"11289830";"BreakeR1";"40";"20";"0"
"10346707";"Роман Прохватило";"40";"6";"1"
"3818655";"Назарій Вишинський";"40";"1";"0"
"6664025";"Ales St";"40";"6";"0"
"2073713";"Vladimir Panin";"40";"9";"0"
"1735494";"Ярослав Васинсикй";"40";"0";"0"
"1413616";"sergeevich";"40";"21";"0"
"3545112";"Woazboat";"40";"1";"0"
"116833";"Smobbl_Bobbl";"40";"3";"0"
"1803510";"Kurik";"40";"1";"0"
"4928048";"TarasGeo";"40";"0";"0"
"3895090";"elitorix";"40";"4";"0"
"4229526";"Polemax";"40";"7";"0"
"2461704";"Anna_Yefimenko";"40";"1";"0"
"3135616";"knedlyk";"40";"1";"0"
"60050";"Vasiliy";"40";"18";"0"
"8934637";"STEVECL";"40";"10";"0"
"12513993";"nate_dw";"40";"10";"0"
"508353";"Vitalizitis";"40";"13";"0"
"10353126";"Filipe_Sousa";"40";"20";"0"
"3684269";"Alfisti72";"40";"6";"0"
"649692";"jonson33333";"40";"4";"0"
"3442345";"povigor";"40";"2";"0"
"2602857";"setebufu";"40";"5";"0"
"444046";"Filimon";"40";"14";"0"
"3964383";"Андрей Козленко (Foxy3003)";"40";"5";"0"
"3892384";"Alex Litv";"40";"14";"0"
"2047355";"Artwild";"40";"16";"0"
"25188";"Lito";"40";"0";"0"
"1061145";"UE_Su";"40";"14";"0"
"8822153";"aliceford";"40";"10";"0"
"1637848";"idc2814";"40";"53";"0"
"10083527";"Donkihot62";"40";"4";"0"
"425663";"allonym";"40";"26";"0"
"899255";"Smollett";"40";"1";"1"
"3303717";"Serghiy";"40";"0";"0"
"467375";"miminoua";"40";"0";"0"
"13557486";"SMatsk";"40";"2";"0"
"479363";"victorq10";"40";"13";"0"
"1202050";"Tomasz_W";"40";"5";"0"
"6597980";"rodekruistt";"40";"11";"0"
"8725944";"Saipavan Siddarth";"40";"6";"0"
"2640046";"tshedy";"40";"6";"0"
"562294";"Panaceya";"40";"10";"0"
"8660517";"Максим Воробьёв";"40";"17";"0"
"4721631";"usr1";"40";"10";"1"
"5069886";"svelter";"40";"9";"0"
"13478123";"Helga123456";"40";"5";"0"
"707169";"damndog";"39";"0";"0"
"9936132";"Fragomot";"39";"1";"0"
"1096610";"laechoppe";"39";"11";"0"
"4420751";"Kupava";"39";"8";"0"
"623258";"andriyj";"39";"3";"1"
"6865760";"Kempiton";"39";"57";"0"
"8868086";"edenco";"39";"9";"0"
"9068825";"Иван22";"39";"16";"8"
"1769633";"Slavik11111";"39";"2";"0"
"5154302";"ali_akvinskaya";"39";"0";"0"
"11066096";"Ezioopop";"39";"0";"0"
"1367224";"Mykola Swarnyk";"39";"2";"0"
"7634606";"Mykyta Makovetskyi";"39";"8";"0"
"3665496";"xerurg";"39";"2";"0"
"6480077";"Aleksandr Didenko";"39";"33";"3"
"145615";"Евгений П";"39";"1";"0"
"129758";"pOison";"39";"0";"0"
"554973";"dgitto";"39";"7";"0"
"293581";"vd_01";"39";"17";"0"
"11250698";"Yurii Rozhkov";"39";"2";"0"
"902631";"yurmax";"39";"23";"0"
"150185";"dexmaster";"39";"1";"0"
"11952";"Player";"39";"8";"5"
"10901304";"rouelibre1";"39";"1";"0"
"148834";"Marcklar";"39";"0";"0"
"9201444";"paveleremin";"39";"12";"0"
"4841744";"pomogutka67 67";"39";"5";"0"
"9046361";"Pit_Stop";"39";"2";"0"
"4440981";"Serega Maleev";"39";"0";"0"
"3029855";"PNovikov";"39";"7";"0"
"3085882";"ACExotic";"39";"25";"0"
"13445";"zorque";"39";"35";"1"
"8071188";"RoyalRosebud";"39";"1";"0"
"557133";"Alex Krug";"39";"10";"0"
"12274134";"Леся Клапійчук";"39";"13";"0"
"9480998";"Nastya96";"39";"3";"0"
"1965008";"norD79";"39";"13";"1"
"1237979";"altukhovs";"39";"1";"0"
"13524231";"stanislawskachko";"39";"3";"0"
"13109599";"Volodymyr Sadovyy";"39";"0";"0"
"4365479";"tesser15";"39";"5";"0"
"5509290";"JanLehen";"39";"6";"0"
"12951610";"кочта";"39";"5";"0"
"4795416";"paul izrail";"39";"0";"0"
"6251224";"Markospodspam";"39";"0";"0"
"12351556";"xadeho4005";"39";"10";"0"
"360441";"digimas";"39";"6";"0"
"2595205";"WitFlash";"39";"7";"4"
"10157648";"KatyKaterina";"39";"16";"0"
"394082";"Борман";"39";"4";"0"
"333207";"carter";"39";"7";"0"
"2226221";"bayalexfot";"39";"15";"3"
"1101663";"Mikhail Kalenkov";"39";"12";"0"
"11455757";"Linux_rock";"39";"14";"0"
"10245167";"Bluemonday";"39";"12";"0"
"1390343";"tcherel";"39";"0";"0"
"7585318";"INQVISITOR";"39";"8";"1"
"12314376";"Cheer_Full";"39";"14";"0"
"10359608";"JPMCschool9";"39";"5";"0"
"13126109";"МаріяДжуфер";"39";"7";"0"
"458108";"xFatal1ty";"38";"0";"0"
"2793027";"sopelman";"38";"17";"0"
"9400873";"Дмитрий Моисеев1998";"38";"6";"0"
"4214111";"ANP727";"38";"12";"0"
"3032725";"go66";"38";"11";"1"
"444821";"Elyas";"38";"4";"0"
"5086291";"Ivan 'Drake' Holovin";"38";"9";"0"
"7723236";"Гостомель Residence";"38";"0";"0"
"691506";"yerenkow";"38";"2";"0"
"10355436";"Nategeospatial";"38";"13";"0"
"406647";"Стрий_com_ua";"38";"30";"0"
"228530";"Vladislav D";"38";"0";"0"
"2049831";"el_khann";"38";"2";"0"
"4268940";"Андрей Черных";"38";"8";"0"
"12349641";"Cory Hagnauer";"38";"8";"0"
"8165937";"bivis31";"38";"8";"0"
"7820481";"VioletJasmine";"38";"56";"0"
"10174254";"Громада";"38";"9";"0"
"10680965";"idubois";"38";"3";"0"
"2026292";"mafan";"38";"0";"0"
"1740300";"Lelchicy";"38";"1";"0"
"12413306";"maxlemrod";"38";"1";"0"
"2007540";"voviks";"38";"1";"0"
"2275252";"Vadim Pilipenko";"38";"23";"0"
"6017311";"ITCrow";"38";"3";"0"
"2370145";"avatorl";"38";"4";"0"
"2878954";"Андрій Купчинський";"38";"2";"0"
"6064928";"Phantom2007";"38";"24";"1"
"2100487";"SergeyC";"38";"5";"0"
"1141450";"RedSlon";"38";"6";"0"
"1343706";"Сердюк Вадим";"38";"2";"0"
"1355899";"snickerdoodles";"38";"6";"0"
"4545398";"PavloK";"38";"1";"0"
"4894229";"Spacescaut";"38";"1";"0"
"12559446";"ragulin_vv";"38";"10";"0"
"3981545";"Кондратенко Любовь";"38";"10";"0"
"5473926";"Wiktor12";"38";"17";"0"
"771211";"solom1966";"38";"0";"0"
"379917";"Tombo";"38";"3";"0"
"2206162";"GizmoG2";"38";"3";"0"
"5686128";"serhiikarpenko";"38";"3";"1"
"4709665";"Dim4ikad";"38";"11";"0"
"12363741";"ukrkyi";"38";"25";"14"
"630882";"bond54(Motor)";"38";"4";"0"
"6806137";"Jaffs";"38";"42";"0"
"10767358";"sharptuz";"38";"33";"0"
"3192990";"capo184";"38";"1";"0"
"10258133";"4570772";"38";"4";"0"
"4840399";"Шман";"38";"3";"0"
"4304410";"Valentina  P Pilipova";"38";"5";"0"
"1737567";"skilavrik";"38";"5";"0"
"2935274";"Ratair";"38";"7";"0"
"6357263";"Jbah";"38";"10";"0"
"11786073";"MegeMaz";"38";"9";"0"
"354753";"Ihor Kaharlichenko";"38";"0";"0"
"10105348";"justpusher";"38";"11";"1"
"6007822";"Роман Грубий";"38";"0";"0"
"11933490";"Oleshko77";"38";"13";"0"
"3830485";"Сергей Роменский";"38";"720";"0"
"2273836";"Mister Starman";"38";"4";"0"
"4602289";"ashlyahtitskiy";"38";"0";"0"
"6060839";"markey24";"37";"3";"0"
"2962681";"lexah";"37";"5";"0"
"4333409";"Хельги Стафф";"37";"2";"0"
"8215764";"ArxARV";"37";"12";"0"
"592763";"navov";"37";"1";"0"
"11570835";"g1vn";"37";"4";"0"
"380101";"ChAS";"37";"3";"0"
"2792248";"pasha_van1";"37";"0";"0"
"231017";"swimdb";"37";"6";"0"
"3546299";"Oreshnik";"37";"6";"0"
"9902440";"Михаил Шило";"37";"6";"0"
"9478409";"YakovichAnn";"37";"1";"0"
"2847151";"ailyinykh";"37";"1";"0"
"720358";"Roman_ua";"37";"8";"0"
"5760511";"Dmytro Didyk";"37";"11";"1"
"5471451";"activision";"37";"1";"0"
"302128";"yleonova";"37";"11";"0"
"4783616";"Belanik";"37";"2";"0"
